2026-06-11 03:13:21 [INFO] === 初始化 BGBUSDT [DRY-RUN] ===
2026-06-11 03:13:21 [INFO] symbolStatus: normal
2026-06-11 03:13:21 [INFO] GET /api/v2/mix/account/account 返回 code=40085（统一账户模式，经典接口不支持）
2026-06-11 03:13:21 [INFO] posMode=one_way_mode, marginMode=crossed, equity=0, available=0
2026-06-11 03:13:21 [DEBUG] [DRY-RUN] POST /api/v2/mix/account/set-position-mode body={"symbol": "BGBUSDT", "productType": "USDT-FUTURES", "holdMode": "one_way_mode"}
2026-06-11 03:13:21 [INFO] 持仓模式已设置为: one_way_mode (单向持仓)
2026-06-11 03:13:21 [DEBUG] [DRY-RUN] POST /api/v2/mix/account/set-margin-mode body={"symbol": "BGBUSDT", "productType": "USDT-FUTURES", "marginCoin": "USDT", "marginMode": "crossed"}
2026-06-11 03:13:21 [INFO] 保证金模式已设置为: crossed
2026-06-11 03:13:21 [DEBUG] [DRY-RUN] POST /api/v2/mix/account/set-leverage body={"symbol": "BGBUSDT", "productType": "USDT-FUTURES", "marginCoin": "USDT", "leverage": "3"}
2026-06-11 03:13:21 [INFO] 杠杆已设置为 3x
2026-06-11 03:13:22 [INFO] size=4.0 验证通过
2026-06-11 03:13:22 [INFO] 策略启动: [DRY-RUN] 轮询间隔=3s
2026-06-11 03:13:22 [DEBUG] [BGBUSDT] mark=1.763200 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:20:55 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:20:59 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:02 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:05 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:08 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:11 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:15 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:18 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:21 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:25 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:28 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:31 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:34 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:37 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:41 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:44 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:47 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:50 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:54 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:21:57 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:00 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:03 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:06 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:10 [DEBUG] [BGBUSDT] mark=1.766100 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:13 [DEBUG] [BGBUSDT] mark=1.766100 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:16 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:19 [DEBUG] [BGBUSDT] mark=1.766100 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:22 [DEBUG] [BGBUSDT] mark=1.766100 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:26 [DEBUG] [BGBUSDT] mark=1.766100 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:29 [DEBUG] [BGBUSDT] mark=1.766100 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:32 [DEBUG] [BGBUSDT] mark=1.766100 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:35 [DEBUG] [BGBUSDT] mark=1.766100 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:39 [DEBUG] [BGBUSDT] mark=1.766100 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:42 [DEBUG] [BGBUSDT] mark=1.766200 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:45 [DEBUG] [BGBUSDT] mark=1.766200 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:48 [DEBUG] [BGBUSDT] mark=1.766200 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:51 [DEBUG] [BGBUSDT] mark=1.766200 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:55 [DEBUG] [BGBUSDT] mark=1.766100 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:22:58 [DEBUG] [BGBUSDT] mark=1.766100 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:01 [DEBUG] [BGBUSDT] mark=1.766100 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:05 [DEBUG] [BGBUSDT] mark=1.766100 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:08 [DEBUG] [BGBUSDT] mark=1.766200 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:11 [DEBUG] [BGBUSDT] mark=1.766200 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:14 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:18 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:21 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:24 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:28 [DEBUG] [BGBUSDT] mark=1.766000 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:31 [DEBUG] [BGBUSDT] mark=1.767800 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:34 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:38 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:41 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:44 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:47 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:50 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:54 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:23:57 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:00 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:03 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:07 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:10 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:13 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:17 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:20 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:23 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:26 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:30 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:33 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:36 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:39 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:43 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:46 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:49 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:52 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:55 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:24:59 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:25:02 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:25:05 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:25:09 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:25:12 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:25:15 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:25:19 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:25:22 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:25:25 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:25:28 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
2026-06-11 18:25:32 [DEBUG] [BGBUSDT] mark=1.767500 | posMode=one_way_mode marginMode=crossed | layers=1/8 | pos_size=4.0 avail=4.0 | avg_entry=1.763500 | next_entry=1.772317 | tp_price=1.745865 | unrealizedPL=0.0000 | liqPrice=0.000000 liq_dist=999.0000
